"name","dsID","region","period","value","is_number","source","units","last_updated","last_scraped","indID"
"Returned refugees by Country of Origin","unhcr-popstats","NPL","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","NPL","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2004","21023",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2005","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2006","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2007","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2008","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2009","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2010","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2011","135110",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2012","71987",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBR","2013","18719",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2002","18",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2003","201",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2004","46",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2005","35",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2006","22",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2007","250",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2008","49",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2009","90",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2010","37",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2011","18909",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2012","615",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LBY","2013","345",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2010","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2011","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LCA","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2003","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2006","8",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2010","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LIE","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2000","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2003","3",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2004","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2007","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2010","3",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2012","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LKA","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2006","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2010","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LSO","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2005","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2010","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2011","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LTU","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2000","195",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2001","3",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2003","6",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2004","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2005","74",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2006","54",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2007","22",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2008","31",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2009","41",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2010","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2011","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LUX","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2004","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2010","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","LVA","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2001","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2002","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2003","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2006","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2008","8",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2009","12",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2010","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2011","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2012","3",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MAR","2013","34",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2001","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2002","7",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2003","42",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2004","44",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2005","13",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2006","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2007","5",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2008","4",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2009","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2010","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2012","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDA","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2000","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2001","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2002","15",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2010","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MDG","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2000","57",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2001","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2002","2",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2003","65",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2004","13",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2006","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2010","3",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MEX","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2000","12139",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2001","4505",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2002","1091",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2003","196",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2004","90",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2005","128",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2006","75",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
"Returned refugees by Country of Origin","unhcr-popstats","MKD","2007","70",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.11.T6"
